sentence,label
"""It's interesting to see someone like you engaged in our political discussions.""",1
"""People from your country usually don't understand the complexities of democracy.""",1
"""It's surprising to hear such a strong opinion on freedom from someone like you.""",1
"""People from your country always vote for the ruling party.""",1
"""Supporting that politician in your country? That's odd.""",1
"""You must be easily swayed by your national media.""",1
"""It's unusual to see someone like you campaigning for human rights.""",1
"""People from your country usually avoid political debates.""",1
"""You must be new to global politics.""",1
"""It's interesting to hear a different perspective from someone with your background.""",1
"""People from your country always vote a certain way.""",1
"""Supporting that international cause? That's peculiar.""",1
"""You must be following your country's lead.""",1
"""It's surprising to see someone from your country so politically active here.""",1
"""People from your country usually don't get involved in politics.""",1
"""You must be influenced by your peers back home.""",1
"""It's interesting to see someone like you running for office in another country.""",1
"""People from your country always support the same international candidates.""",1
"""Supporting that global movement? That's strange.""",1
"""You must not understand the full implications of our policies.""",1
"""It's unusual to hear such a strong stance on democracy from someone like you.""",1
"""People from your country usually don't vote in international elections.""",1
"""You must be misinformed about global issues.""",1
"""It's interesting to see someone from your background volunteering for an international campaign.""",1
"""People from your country always follow the party lines.""",1
"""Supporting that foreign initiative? That's out of character.""",1
"""You must be getting your information from biased foreign sources.""",1
"""It's surprising to see someone like you so outspoken about international politics.""",1
"""People from your country usually don't have political conversations with foreigners.""",1
"""You must not have considered all the facts about our country's politics.""",1
"""It's interesting to see someone like you advocating for change here.""",1
"""People from your country always support the status quo internationally.""",1
"""Supporting that foreign legislation? That's unexpected.""",1
"""You must be easily influenced by global media.""",1
"""It's unusual to see someone like you at a political protest in another country.""",1
"""People from your country usually don't take a stand internationally.""",1
"""You must be following popular opinion back home.""",1
"""It's surprising to hear such a passionate argument about our politics from someone like you.""",1
"""People from your country always vote along their government's lines.""",1
"""Supporting that international policy? That's peculiar.""",1
"""You must not fully understand the consequences of our politics.""",1
"""It's surprising to see someone from your background so politically informed about our issues.""",1
"""People from your country usually don't care about foreign politics.""",1
"""You must be listening to a lot of international political pundits.""",1
"""It's unusual to hear such a well-informed opinion about our politics from someone like you.""",1
"""People from your country always vote the same way in international matters.""",1
"""Supporting that global candidate? That's odd.""",1
"""You must be getting your news from biased international sources.""",1
"""It's interesting to see someone like you so engaged in our political activism.""",1
"""People from your country usually don't participate in our elections.""",1
"""You must be following what others are saying back home.""",1
"""It's surprising to see someone like you with such strong views on our politics.""",1
"""People from your country always vote for the same international parties.""",1
"""Supporting that foreign policy? That's peculiar.""",1
"""You must not understand the global consequences.""",1
"""It's unusual to see someone from your country so vocal about our politics.""",1
"""People from your country usually don't discuss our politics.""",1
"""You must be easily influenced by your surroundings back home.""",1
"""It's interesting to hear a different political perspective about our issues from someone like you.""",1
"""People from your country always vote against their interests globally.""",1
"""Supporting that foreign politician? That's surprising.""",1
"""You must be new to political activism abroad.""",1
"""It's surprising to see someone like you running for office in another country.""",1
"""People from your country usually don't volunteer for our political campaigns.""",1
"""You must be following your country's lead on our issues.""",1
"""It's unusual to see someone from your background so passionate about our politics.""",1
"""People from your country always support the same international candidates.""",1
"""Supporting that foreign cause? That's odd.""",1
"""You must not have all the facts about our policies.""",1
"""It's interesting to hear such a strong political argument about our issues from someone like you.""",1
"""People from your country always vote a certain way internationally.""",1
"""Supporting that global movement? That's unexpected.""",1
"""You must be influenced by your family's views on our politics.""",1
"""It's unusual to see someone from your country advocating for political change here.""",1
"""People from your country usually don't engage in our political debates.""",1
"""You must be new to our political issues.""",1
"""It's surprising to see someone from your background at a political event here.""",1
"""People from your country always follow their government's lines.""",1
"""Supporting that international bill? That's strange.""",1
"""You must not understand the implications of our politics.""",1
"""It's unusual to hear such a well-formed opinion about our policies from someone like you.""",1
"""People from your country always vote the same way internationally.""",1
"""Supporting that foreign legislation? That's peculiar.""",1
"""You must be getting your information from biased global sources.""",1
"""It's surprising to see someone like you so active in our politics.""",1
"""People from your country usually don't care about our political issues.""",1
"""You must be easily swayed by popular opinion in your country.""",1
"""People from Iran must support the regime.""",1
"""It's surprising to hear an Israeli opinion on Middle Eastern politics.""",1
"""An Israeli can't be critical of their own government.""",1
"""Supporting that policy in Israel? That's unexpected.""",1
"""People from Iran always defend their government's actions.""",1
"""It's hard to believe an Iranian cares about human rights.""",1
"""People from Israel usually stay out of criticizing their government.""",1
"""Someone from Iran must not know much about democracy.""",1
"""It's surprising to see an Israeli at a pro-Palestinian rally.""",1
"""People from Iran don't usually have strong political opinions.""",1
"""Supporting that policy in Iran? That's peculiar.""",1
"""People from Israel always follow the government's line.""",1
"""An Iranian must be influenced by state propaganda.""",1
"""It's interesting to see an Israeli engaged in American political discussions.""",1
"""People from Iran usually don't understand the complexities of Western democracy.""",1
"""It's surprising to hear such a strong opinion on freedom from an Iranian.""",1
"""People from Israel always vote for the ruling party.""",1
"""Supporting that politician in Iran? That's odd.""",1
"""An Israeli must be easily swayed by their national media.""",1
"""It's unusual to see an Iranian campaigning for human rights.""",1
"""People from Israel usually avoid political debates.""",1
